Date,Symbol,Company Name,Type,Split Ratio
"Mar 17, 2025",ADTX,Aditxt Inc,Reverse,1 for 250
"Mar 14, 2025",NAOV,Nanovibronix Inc,Reverse,1 for 11
"Mar 14, 2025",BNBX,Applied Dna Sciences Inc,Reverse,1 for 50
"Mar 13, 2025",KUKEY,Kuke Music Holding Ltd.,Reverse,1 for 10
"Mar 13, 2025",IPDN,Professional Diversity Network Inc,Reverse,1 for 10
"Mar 12, 2025",BLNE,Beeline Holdings Inc,Reverse,1 for 10
"Mar 10, 2025",OMH,Ohmyhome Ltd.,Reverse,1 for 10
"Mar 10, 2025",MNDR,Mobile-health Network Solutions,Reverse,1 for 8
"Mar 10, 2025",ELAB,Pmgc Holdings Inc,Reverse,1 for 7
"Mar 10, 2025",ABTS,Abits Group Inc,Reverse,1 for 15
"Mar 7, 2025",TIVC,Tivic Health Systems Inc,Reverse,1 for 17
"Mar 7, 2025",RETO,Reto Eco-solutions Inc,Reverse,1 for 10
"Mar 4, 2025",VERO,Venus Concept Inc,Reverse,1 for 11
"Mar 3, 2025",STBXF,Starbox Group Holdings Ltd.,Reverse,1 for 10
"Mar 3, 2025",LICN,Lichen International Ltd.,Reverse,1 for 200
"Mar 3, 2025",EDBL,Edible Garden Ag Inc,Reverse,1 for 25
"Mar 3, 2025",CLEUF,China Liberal Education Holdings Ltd.,Reverse,1 for 80
"Feb 26, 2025",KPTI,Karyopharm Therapeutics Inc,Reverse,1 for 15
"Feb 26, 2025",APTOF,Aptose Biosciences Inc,Reverse,1 for 30
"Feb 26, 2025",AEON,Aeon Biopharma Inc,Reverse,1 for 71.99
"Feb 25, 2025",SXTC,China Sxt Pharmaceuticals Inc,Reverse,1 for 8
"Feb 25, 2025",LODE,Comstock Inc,Reverse,1 for 10
